0 qid:20001 1:0 2:0 3:0 4:0 5:0 #closure-1, DStar, ACS, combine: 1
0 qid:20035 1:0 2:0 3:0 4:1 5:0 #closure-35, Tarantula, Nopol, combine: 14
0 qid:20035 1:0 2:0 3:0 4:1 5:0 #closure-35, Tarantula, SimFix, combine: 15
0 qid:20035 1:0 2:0 3:0 4:1 5:1 #closure-35, Tarantula, TBar, combine: 16
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, DStar, ACS, combine: 1
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, DStar, Nopol, combine: 2
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, DStar, SimFix, combine: 3
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, DStar, TBar, combine: 4
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, Jaccard, ACS, combine: 5
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, Jaccard, Nopol, combine: 6
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, Jaccard, SimFix, combine: 7
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, Jaccard, TBar, combine: 8
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, Ochiai, ACS, combine: 9
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, Ochiai, Nopol, combine: 10
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, Ochiai, SimFix, combine: 11
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, Ochiai, TBar, combine: 12
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, Tarantula, ACS, combine: 13
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, Tarantula, Nopol, combine: 14
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, Tarantula, SimFix, combine: 15
0 qid:20036 1:0 2:0 3:0 4:0 5:0 #closure-36, Tarantula, TBar, combine: 16
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, DStar, ACS, combine: 1
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, DStar, Nopol, combine: 2
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, DStar, SimFix, combine: 3
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, DStar, TBar, combine: 4
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, Jaccard, ACS, combine: 5
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, Jaccard, Nopol, combine: 6
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, Jaccard, SimFix, combine: 7
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, Jaccard, TBar, combine: 8
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, Ochiai, ACS, combine: 9
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, Ochiai, Nopol, combine: 10
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, Ochiai, SimFix, combine: 11
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, Ochiai, TBar, combine: 12
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, Tarantula, ACS, combine: 13
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, Tarantula, Nopol, combine: 14
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, Tarantula, SimFix, combine: 15
0 qid:20037 1:0 2:0 3:0 4:0 5:0 #closure-37, Tarantula, TBar, combine: 16
0 qid:20038 1:0 2:0 3:0 4:0 5:0 #closure-38, DStar, ACS, combine: 1
0 qid:20038 1:0 2:0 3:0 4:0 5:0 #closure-38, DStar, Nopol, combine: 2
0 qid:20038 1:0 2:0 3:0 4:0 5:1 #closure-38, DStar, SimFix, combine: 3
0 qid:20038 1:0 2:0 3:0 4:0 5:1 #closure-38, DStar, TBar, combine: 4
0 qid:20038 1:0 2:0 3:0 4:0 5:0 #closure-38, Jaccard, ACS, combine: 5
0 qid:20038 1:0 2:0 3:0 4:0 5:0 #closure-38, Jaccard, Nopol, combine: 6
0 qid:20038 1:0 2:0 3:0 4:0 5:1 #closure-38, Jaccard, SimFix, combine: 7
0 qid:20038 1:0 2:0 3:0 4:0 5:1 #closure-38, Jaccard, TBar, combine: 8
0 qid:20038 1:0 2:0 3:0 4:0 5:0 #closure-38, Ochiai, ACS, combine: 9
0 qid:20038 1:0 2:0 3:0 4:0 5:0 #closure-38, Ochiai, Nopol, combine: 10
0 qid:20038 1:0 2:0 3:0 4:0 5:1 #closure-38, Ochiai, SimFix, combine: 11
0 qid:20038 1:0 2:0 3:0 4:0 5:1 #closure-38, Ochiai, TBar, combine: 12
0 qid:20038 1:0 2:0 3:0 4:0 5:0 #closure-38, Tarantula, ACS, combine: 13
0 qid:20038 1:0 2:0 3:0 4:0 5:0 #closure-38, Tarantula, Nopol, combine: 14
0 qid:20038 1:0 2:0 3:0 4:0 5:1 #closure-38, Tarantula, SimFix, combine: 15
0 qid:20038 1:0 2:0 3:0 4:0 5:1 #closure-38, Tarantula, TBar, combine: 16
0 qid:20039 1:0 2:0 3:0 4:1 5:0 #closure-39, DStar, ACS, combine: 1
0 qid:20039 1:0 2:0 3:0 4:1 5:0 #closure-39, DStar, Nopol, combine: 2
0 qid:20039 1:0 2:0 3:0 4:1 5:0 #closure-39, DStar, SimFix, combine: 3
0 qid:20039 1:0 2:0 3:0 4:1 5:0 #closure-39, DStar, TBar, combine: 4
0 qid:20039 1:0 2:0 3:1 4:1 5:0 #closure-39, Jaccard, ACS, combine: 5
0 qid:20039 1:0 2:0 3:1 4:1 5:0 #closure-39, Jaccard, Nopol, combine: 6
0 qid:20039 1:0 2:0 3:1 4:1 5:0 #closure-39, Jaccard, SimFix, combine: 7
0 qid:20039 1:0 2:0 3:1 4:1 5:0 #closure-39, Jaccard, TBar, combine: 8
0 qid:20039 1:0 2:0 3:0 4:1 5:0 #closure-39, Ochiai, ACS, combine: 9
0 qid:20039 1:0 2:0 3:0 4:1 5:0 #closure-39, Ochiai, Nopol, combine: 10
0 qid:20039 1:0 2:0 3:0 4:1 5:0 #closure-39, Ochiai, SimFix, combine: 11
0 qid:20039 1:0 2:0 3:0 4:1 5:0 #closure-39, Ochiai, TBar, combine: 12
0 qid:20039 1:0 2:0 3:1 4:1 5:0 #closure-39, Tarantula, ACS, combine: 13
0 qid:20039 1:0 2:0 3:1 4:1 5:0 #closure-39, Tarantula, Nopol, combine: 14
0 qid:20039 1:0 2:0 3:1 4:1 5:0 #closure-39, Tarantula, SimFix, combine: 15
0 qid:20039 1:0 2:0 3:1 4:1 5:0 #closure-39, Tarantula, TBar, combine: 16
0 qid:20040 1:0 2:0 3:0 4:0 5:0 #closure-40, DStar, ACS, combine: 1
0 qid:20040 1:0 2:0 3:0 4:0 5:0 #closure-40, DStar, Nopol, combine: 2
0 qid:20040 1:0 2:0 3:0 4:0 5:0 #closure-40, DStar, SimFix, combine: 3
0 qid:20040 1:0 2:0 3:0 4:0 5:1 #closure-40, DStar, TBar, combine: 4
0 qid:20040 1:0 2:0 3:0 4:0 5:0 #closure-40, Jaccard, ACS, combine: 5
0 qid:20040 1:0 2:0 3:0 4:0 5:0 #closure-40, Jaccard, Nopol, combine: 6
0 qid:20040 1:0 2:0 3:0 4:0 5:0 #closure-40, Jaccard, SimFix, combine: 7
0 qid:20040 1:0 2:0 3:0 4:0 5:1 #closure-40, Jaccard, TBar, combine: 8
0 qid:20040 1:0 2:0 3:0 4:0 5:0 #closure-40, Ochiai, ACS, combine: 9
0 qid:20040 1:0 2:0 3:0 4:0 5:0 #closure-40, Ochiai, Nopol, combine: 10
0 qid:20040 1:0 2:0 3:0 4:0 5:0 #closure-40, Ochiai, SimFix, combine: 11
0 qid:20040 1:0 2:0 3:0 4:0 5:1 #closure-40, Ochiai, TBar, combine: 12
0 qid:20040 1:0 2:0 3:0 4:0 5:0 #closure-40, Tarantula, ACS, combine: 13
0 qid:20040 1:0 2:0 3:0 4:0 5:0 #closure-40, Tarantula, Nopol, combine: 14
0 qid:20040 1:0 2:0 3:0 4:0 5:0 #closure-40, Tarantula, SimFix, combine: 15
0 qid:20040 1:0 2:0 3:0 4:0 5:1 #closure-40, Tarantula, TBar, combine: 16
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, DStar, ACS, combine: 1
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, DStar, Nopol, combine: 2
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, DStar, SimFix, combine: 3
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, DStar, TBar, combine: 4
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, Jaccard, ACS, combine: 5
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, Jaccard, Nopol, combine: 6
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, Jaccard, SimFix, combine: 7
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, Jaccard, TBar, combine: 8
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, Ochiai, ACS, combine: 9
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, Ochiai, Nopol, combine: 10
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, Ochiai, SimFix, combine: 11
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, Ochiai, TBar, combine: 12
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, Tarantula, ACS, combine: 13
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, Tarantula, Nopol, combine: 14
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, Tarantula, SimFix, combine: 15
0 qid:20041 1:0 2:0 3:0 4:0 5:0 #closure-41, Tarantula, TBar, combine: 16
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, DStar, ACS, combine: 1
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, DStar, Nopol, combine: 2
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, DStar, SimFix, combine: 3
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, DStar, TBar, combine: 4
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, Jaccard, ACS, combine: 5
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, Jaccard, Nopol, combine: 6
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, Jaccard, SimFix, combine: 7
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, Jaccard, TBar, combine: 8
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, Ochiai, ACS, combine: 9
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, Ochiai, Nopol, combine: 10
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, Ochiai, SimFix, combine: 11
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, Ochiai, TBar, combine: 12
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, Tarantula, ACS, combine: 13
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, Tarantula, Nopol, combine: 14
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, Tarantula, SimFix, combine: 15
0 qid:20042 1:0 2:1 3:1 4:1 5:0 #closure-42, Tarantula, TBar, combine: 16
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, DStar, ACS, combine: 1
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, DStar, Nopol, combine: 2
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, DStar, SimFix, combine: 3
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, DStar, TBar, combine: 4
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, Jaccard, ACS, combine: 5
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, Jaccard, Nopol, combine: 6
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, Jaccard, SimFix, combine: 7
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, Jaccard, TBar, combine: 8
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, Ochiai, ACS, combine: 9
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, Ochiai, Nopol, combine: 10
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, Ochiai, SimFix, combine: 11
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, Ochiai, TBar, combine: 12
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, Tarantula, ACS, combine: 13
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, Tarantula, Nopol, combine: 14
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, Tarantula, SimFix, combine: 15
0 qid:20043 1:0 2:0 3:0 4:0 5:0 #closure-43, Tarantula, TBar, combine: 16
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, DStar, ACS, combine: 1
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, DStar, Nopol, combine: 2
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, DStar, SimFix, combine: 3
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, DStar, TBar, combine: 4
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, Jaccard, ACS, combine: 5
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, Jaccard, Nopol, combine: 6
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, Jaccard, SimFix, combine: 7
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, Jaccard, TBar, combine: 8
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, Ochiai, ACS, combine: 9
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, Ochiai, Nopol, combine: 10
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, Ochiai, SimFix, combine: 11
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, Ochiai, TBar, combine: 12
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, Tarantula, ACS, combine: 13
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, Tarantula, Nopol, combine: 14
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, Tarantula, SimFix, combine: 15
0 qid:20044 1:0 2:0 3:0 4:0 5:0 #closure-44, Tarantula, TBar, combine: 16
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, DStar, ACS, combine: 1
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, DStar, Nopol, combine: 2
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, DStar, SimFix, combine: 3
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, DStar, TBar, combine: 4
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, Jaccard, ACS, combine: 5
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, Jaccard, Nopol, combine: 6
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, Jaccard, SimFix, combine: 7
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, Jaccard, TBar, combine: 8
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, Ochiai, ACS, combine: 9
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, Ochiai, Nopol, combine: 10
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, Ochiai, SimFix, combine: 11
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, Ochiai, TBar, combine: 12
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, Tarantula, ACS, combine: 13
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, Tarantula, Nopol, combine: 14
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, Tarantula, SimFix, combine: 15
0 qid:20045 1:0 2:0 3:0 4:0 5:0 #closure-45, Tarantula, TBar, combine: 16
0 qid:20046 1:1 2:1 3:1 4:1 5:0 #closure-46, DStar, ACS, combine: 1
0 qid:20046 1:1 2:1 3:1 4:1 5:0 #closure-46, DStar, Nopol, combine: 2
0 qid:20046 1:1 2:1 3:1 4:1 5:1 #closure-46, DStar, SimFix, combine: 3
1 qid:20046 1:1 2:1 3:1 4:1 5:2 #closure-46, DStar, TBar, combine: 4
0 qid:20046 1:1 2:1 3:1 4:1 5:0 #closure-46, Jaccard, ACS, combine: 5
0 qid:20046 1:1 2:1 3:1 4:1 5:0 #closure-46, Jaccard, Nopol, combine: 6
0 qid:20046 1:1 2:1 3:1 4:1 5:1 #closure-46, Jaccard, SimFix, combine: 7
1 qid:20046 1:1 2:1 3:1 4:1 5:2 #closure-46, Jaccard, TBar, combine: 8
0 qid:20046 1:1 2:1 3:1 4:1 5:0 #closure-46, Ochiai, ACS, combine: 9
0 qid:20046 1:1 2:1 3:1 4:1 5:0 #closure-46, Ochiai, Nopol, combine: 10
0 qid:20046 1:1 2:1 3:1 4:1 5:1 #closure-46, Ochiai, SimFix, combine: 11
1 qid:20046 1:1 2:1 3:1 4:1 5:2 #closure-46, Ochiai, TBar, combine: 12
0 qid:20046 1:0 2:0 3:0 4:0 5:0 #closure-46, Tarantula, ACS, combine: 13
0 qid:20046 1:0 2:0 3:0 4:0 5:0 #closure-46, Tarantula, Nopol, combine: 14
0 qid:20046 1:0 2:0 3:0 4:0 5:1 #closure-46, Tarantula, SimFix, combine: 15
1 qid:20046 1:0 2:0 3:0 4:0 5:2 #closure-46, Tarantula, TBar, combine: 16
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, DStar, ACS, combine: 1
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, DStar, Nopol, combine: 2
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, DStar, SimFix, combine: 3
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, DStar, TBar, combine: 4
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, Jaccard, ACS, combine: 5
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, Jaccard, Nopol, combine: 6
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, Jaccard, SimFix, combine: 7
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, Jaccard, TBar, combine: 8
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, Ochiai, ACS, combine: 9
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, Ochiai, Nopol, combine: 10
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, Ochiai, SimFix, combine: 11
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, Ochiai, TBar, combine: 12
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, Tarantula, ACS, combine: 13
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, Tarantula, Nopol, combine: 14
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, Tarantula, SimFix, combine: 15
0 qid:20047 1:0 2:0 3:0 4:0 5:0 #closure-47, Tarantula, TBar, combine: 16
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, DStar, ACS, combine: 1
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, DStar, Nopol, combine: 2
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, DStar, SimFix, combine: 3
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, DStar, TBar, combine: 4
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, Jaccard, ACS, combine: 5
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, Jaccard, Nopol, combine: 6
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, Jaccard, SimFix, combine: 7
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, Jaccard, TBar, combine: 8
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, Ochiai, ACS, combine: 9
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, Ochiai, Nopol, combine: 10
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, Ochiai, SimFix, combine: 11
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, Ochiai, TBar, combine: 12
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, Tarantula, ACS, combine: 13
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, Tarantula, Nopol, combine: 14
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, Tarantula, SimFix, combine: 15
0 qid:20048 1:0 2:0 3:0 4:0 5:0 #closure-48, Tarantula, TBar, combine: 16
0 qid:20049 1:0 2:0 3:0 4:0 5:0 #closure-49, DStar, ACS, combine: 1
0 qid:20049 1:0 2:0 3:0 4:0 5:0 #closure-49, DStar, Nopol, combine: 2
0 qid:20049 1:0 2:0 3:0 4:0 5:0 #closure-49, DStar, SimFix, combine: 3
0 qid:20049 1:0 2:0 3:0 4:0 5:1 #closure-49, DStar, TBar, combine: 4
0 qid:20049 1:0 2:0 3:0 4:0 5:0 #closure-49, Jaccard, ACS, combine: 5
0 qid:20049 1:0 2:0 3:0 4:0 5:0 #closure-49, Jaccard, Nopol, combine: 6
0 qid:20049 1:0 2:0 3:0 4:0 5:0 #closure-49, Jaccard, SimFix, combine: 7
0 qid:20049 1:0 2:0 3:0 4:0 5:1 #closure-49, Jaccard, TBar, combine: 8
0 qid:20049 1:0 2:0 3:0 4:0 5:0 #closure-49, Ochiai, ACS, combine: 9
0 qid:20049 1:0 2:0 3:0 4:0 5:0 #closure-49, Ochiai, Nopol, combine: 10
0 qid:20049 1:0 2:0 3:0 4:0 5:0 #closure-49, Ochiai, SimFix, combine: 11
0 qid:20049 1:0 2:0 3:0 4:0 5:1 #closure-49, Ochiai, TBar, combine: 12
0 qid:20049 1:0 2:0 3:0 4:0 5:0 #closure-49, Tarantula, ACS, combine: 13
0 qid:20049 1:0 2:0 3:0 4:0 5:0 #closure-49, Tarantula, Nopol, combine: 14
0 qid:20049 1:0 2:0 3:0 4:0 5:0 #closure-49, Tarantula, SimFix, combine: 15
0 qid:20049 1:0 2:0 3:0 4:0 5:1 #closure-49, Tarantula, TBar, combine: 16
0 qid:20050 1:0 2:0 3:1 4:1 5:0 #closure-50, DStar, ACS, combine: 1
0 qid:20050 1:0 2:0 3:1 4:1 5:0 #closure-50, DStar, Nopol, combine: 2
0 qid:20050 1:0 2:0 3:1 4:1 5:0 #closure-50, DStar, SimFix, combine: 3
0 qid:20050 1:0 2:0 3:1 4:1 5:0 #closure-50, DStar, TBar, combine: 4
0 qid:20050 1:0 2:0 3:0 4:0 5:0 #closure-50, Jaccard, ACS, combine: 5
0 qid:20050 1:0 2:0 3:0 4:0 5:0 #closure-50, Jaccard, Nopol, combine: 6
0 qid:20050 1:0 2:0 3:0 4:0 5:0 #closure-50, Jaccard, SimFix, combine: 7
0 qid:20050 1:0 2:0 3:0 4:0 5:0 #closure-50, Jaccard, TBar, combine: 8
0 qid:20050 1:0 2:0 3:0 4:0 5:0 #closure-50, Ochiai, ACS, combine: 9
0 qid:20050 1:0 2:0 3:0 4:0 5:0 #closure-50, Ochiai, Nopol, combine: 10
0 qid:20050 1:0 2:0 3:0 4:0 5:0 #closure-50, Ochiai, SimFix, combine: 11
0 qid:20050 1:0 2:0 3:0 4:0 5:0 #closure-50, Ochiai, TBar, combine: 12
0 qid:20050 1:0 2:0 3:0 4:0 5:0 #closure-50, Tarantula, ACS, combine: 13
0 qid:20050 1:0 2:0 3:0 4:0 5:0 #closure-50, Tarantula, Nopol, combine: 14
0 qid:20050 1:0 2:0 3:0 4:0 5:0 #closure-50, Tarantula, SimFix, combine: 15
0 qid:20050 1:0 2:0 3:0 4:0 5:0 #closure-50, Tarantula, TBar, combine: 16
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, DStar, ACS, combine: 1
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, DStar, Nopol, combine: 2
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, DStar, SimFix, combine: 3
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, DStar, TBar, combine: 4
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, Jaccard, ACS, combine: 5
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, Jaccard, Nopol, combine: 6
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, Jaccard, SimFix, combine: 7
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, Jaccard, TBar, combine: 8
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, Ochiai, ACS, combine: 9
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, Ochiai, Nopol, combine: 10
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, Ochiai, SimFix, combine: 11
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, Ochiai, TBar, combine: 12
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, Tarantula, ACS, combine: 13
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, Tarantula, Nopol, combine: 14
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, Tarantula, SimFix, combine: 15
0 qid:20051 1:0 2:0 3:0 4:0 5:0 #closure-51, Tarantula, TBar, combine: 16
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, DStar, ACS, combine: 1
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, DStar, Nopol, combine: 2
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, DStar, SimFix, combine: 3
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, DStar, TBar, combine: 4
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, Jaccard, ACS, combine: 5
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, Jaccard, Nopol, combine: 6
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, Jaccard, SimFix, combine: 7
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, Jaccard, TBar, combine: 8
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, Ochiai, ACS, combine: 9
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, Ochiai, Nopol, combine: 10
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, Ochiai, SimFix, combine: 11
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, Ochiai, TBar, combine: 12
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, Tarantula, ACS, combine: 13
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, Tarantula, Nopol, combine: 14
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, Tarantula, SimFix, combine: 15
0 qid:20052 1:0 2:0 3:0 4:0 5:0 #closure-52, Tarantula, TBar, combine: 16
0 qid:20053 1:0 2:0 3:0 4:0 5:0 #closure-53, DStar, ACS, combine: 1
0 qid:20053 1:0 2:0 3:0 4:0 5:0 #closure-53, DStar, Nopol, combine: 2
0 qid:20053 1:0 2:0 3:0 4:0 5:0 #closure-53, DStar, SimFix, combine: 3
0 qid:20053 1:0 2:0 3:0 4:0 5:0 #closure-53, DStar, TBar, combine: 4
